# LF_DEM version v2.0-636-g20f1877-dirty
# np 200
# VF 0.45
# Lx 13.9626
# Ly 13.9626
# Lz 13.9626
# data in repulsion units.
#1: time
#2: shear strain
#3: shear rate
#4: viscosity
#5: Viscosity(lub)
#6: Viscosity(xF_contact part)
#7: Viscosity(GU_contact part)
#8: Viscosity(repulsive force XF)
#9: Viscosity(repulsive force GU)
#10: shear stress
#11: N1 viscosity
#12: N2 viscosity
#13: particle pressure
#14: particle pressure contact
#15: energy
#16: min gap
#17: max gap(cohesion)
#18: max tangential displacement
#19: max rolling displacement
#20: contact number
#21: frictional contact number
#22: number of interaction
#23: max velocity
#24: max angular velocity
#25: dt
#26: kn
#27: kt
#28: kr
#29: shear displacement x
#30: shear displacement y

0 0 1.08058 4.62714 4.62741 0 0 -0.000481679 0.00021242 5 -0.102812 -0.0637103 0.136904 -0 0.0620998 0.0575972 0 0 0 0 0 745 2.16531 1.01205 0.0001 5000 2500 0 0 0 
0.00092543 0.001 1.08057 4.62718 4.62734 0 0 -0.000297207 0.000137251 5 -0.101703 -0.0669438 0.143571 -0 0.0620616 0.0575392 0 0 0 0 0 745 2.16513 1.01378 0.000308477 5000 2500 0 0.0139626 0 
0.00185087 0.002 1.08056 4.62724 4.6273 0 0 -0.000113441 6.22862e-05 5 -0.100601 -0.0701704 0.150231 -0 0.0620403 0.0574812 0 0 0 0 0 745 2.16494 1.0155 0.00030848 5000 2500 0 0.0279252 0 
0.00277632 0.003 1.08054 4.62732 4.62727 0 0 6.96988e-05 -1.25274e-05 5 -0.0995051 -0.0733901 0.156884 -0 0.0620359 0.0574232 0 0 0 0 0 745 2.16473 1.01721 0.000308484 5000 2500 0 0.0418878 0 
0.00370179 0.004 1.08051 4.62742 4.62726 0 0 0.000252291 -8.72412e-05 5 -0.0984161 -0.0766028 0.16353 -0 0.0620484 0.0573651 0 0 0 0 0 745 2.16451 1.01892 0.00030849 5000 2500 0 0.0558504 0 
0.00462728 0.005 1.08049 4.62754 4.62727 0 0 0.000434413 -0.000161906 5 -0.0973336 -0.0798085 0.170169 -0 0.0620777 0.0572354 0 0 0 0 0 745 2.16427 1.02063 0.000308497 5000 2500 0 0.069813 0 
0.00555204 0.006 1.08073 4.62652 4.62613 0 0 0.000615857 -0.000228736 5 -0.0872198 -0.0943722 0.190055 -0 0.0621243 0.0570452 0 0 0 0 0 745 2.15543 1.01389 0.000308254 5000 2500 0 0.0837756 0 
0.00647736 0.007 1.0801 4.62921 4.62871 0 0 0.000797731 -0.00029682 5 -0.0830377 -0.090208 0.202495 -0 0.0621881 0.0565196 0 0 0 0 0 746 2.15555 1.01456 0.000462657 5000 2500 0 0.0977382 0 
0.00740321 0.008 1.0812 4.62451 4.62391 0 0 0.000978145 -0.000374037 5 -0.0843517 -0.0942288 0.213149 -0 0.0622695 0.0559773 0 0 0 0 0 745 2.15326 1.01538 0.000462926 5000 2500 0 0.111701 0 
0.00832812 0.009 1.08114 4.62474 4.62403 0 0 0.00115927 -0.000448861 5 -0.0833241 -0.0974131 0.219779 -0 0.0623671 0.0554389 0 0 0 0 0 745 2.15291 1.01703 0.000462457 5000 2500 0 0.125663 0 
0.00925308 0.01 1.08108 4.62499 4.62417 0 0 0.00134032 -0.000523884 5 -0.0823024 -0.10059 0.226403 -0 0.0624812 0.0549039 0 0 0 0 0 745 2.15255 1.01866 0.00046248 5000 2500 0 0.139626 0 
